Date,ASIN,Price,Name
5/15/2018 21:07,B01FSJ8GZ8,294.6,"b'Generac 7019 OneWash 3,100 PSI, 2.4 GPM, Gas Powered Pressure Washer and PowerDial Gun'"
2018/05/24 21:21:48,B01FSJ8GZ8,399.0,"b'Generac 7019 OneWash 3,100 PSI, 2.4 GPM, Gas Powered Pressure Washer and PowerDial Gun'"
2018/07/25 01:11:44,B01FSJ8GZ8,399.0,"b'Generac 7019 OneWash 3,100 PSI, 2.4 GPM, Gas Powered Pressure Washer and PowerDial Gun'"
2018/08/03,B01FSJ8GZ8,399.0,"b'Generac 7019 OneWash 3,100 PSI, 2.4 GPM, Gas Powered Pressure Washer and PowerDial Gun'"
